"","ID","Name","Stars","Longitude","Latitude","City","State","Reviews","Address","Breakfast","Lunch","Dinner","Dessert","TakeOut"
"48","6mq0k7vDZtlBjghMaEMbHw","Pizza Hut",2,-115.1084585,36.1305272,"Las Vegas","NV",6,"3050 E. Desert Inn Road, #101
Eastside
Las Vegas, NV 89121","False","False","False","False","True"
"49","qyNtVViurIcChc35mfYIEw","Touch of Thai",3.5,-112.1366725,33.6390629,"Phoenix","AZ",152,"16816 N 35th Ave
Phoenix, AZ 85053","False","True","False","False","True"
"50","aU_UJVJUzX3gQpeIirsd0w","Atlanta Bread Company",2.5,-115.3114728,36.1589122,"Las Vegas","NV",3,"9785 W Charleston Blvd
Westside
Las Vegas, NV 89117","False","False","False","False",""
"51","Klkzp8MC1qSKZDkTLYkcQA","Quiznos",3.5,-115.2489614,36.2617919,"Las Vegas","NV",7,"7135 W Ann Rd
Northwest
Las Vegas, NV 89130","False","False","False","False","True"
"52","pUHxbf2_Dz9ky76PJRuf-g","La Fornarina",3.5,-73.6138458,45.5327193,"Montreal","QC",9,"6825 Saint-Laurent Boulevard
Montreal, QC H2S 3C8","","","","",""
"53","NNRUSPcXr3lGpcaaA3-Epw","Little Caesars Pizza",3,-111.7543818,33.3951596,"Mesa","AZ",5,"3544 E Southern Ave
Mesa, AZ 85204","","","","","True"
"54","FNZqovk1ZWI_z2YHw3b95w","Mylynn Cafe",2.5,-111.875779,33.413158,"Mesa","AZ",5,"66 S. Dobson Rd. Ste-106
Mesa, AZ 85202","False","False","False","False","True"
"55","yHvbgbZvLpwjzzeBPWDZAQ","Hon Machi Grill",3,-111.8582442,33.2638524,"Chandler","AZ",3,"2975 S Alma School Rd
Ste 1
Chandler, AZ 85224","False","False","False","False","True"
"56","7Q19H5nM3oFRyCg_j0QV1A","Arizona Wilderness Brewing Co",4,-111.841114,33.363016,"Gilbert","AZ",269,"721 N Arizona Ave
Ste 103
Gilbert, AZ 85233","False","True","False","False","True"
"57","JW6fDZOuUKtJyZGeldh0xA","Chestnut Lane",4,-111.9885861,33.5092093,"Phoenix","AZ",20,"4225 E Camelback Rd
Phoenix, AZ 85018","True","True","False","False","True"
"58","c35VyrGF38BHVjtMxA-zHw","Del Taco",3.5,-115.2231986,36.0996345,"Las Vegas","NV",16,"5955 W Tropicana Ave
Las Vegas, NV 89103","False","True","False","False","True"
"59","_naNO-mZQjTav4iLf5TFmA","Chicken King",3.5,-80.79768,35.295969,"Charlotte","NC",4,"2400 W Sugar Creek Rd
Ste A
Derita
Charlotte, NC 28262","False","False","False","False","True"
"60","nQK95GJD_KB-bc_g14bD9g","Mermaid Cafe",4,-89.3558596,43.091172,"Madison","WI",35,"1929 Winnebago St
Schenk - Atwood
Madison, WI 53704","True","False","False","False","True"
"61","5-X03Zc0nN7U5eoe8uFUdw","Coronado Cafe",4,-112.0650649,33.4712477,"Phoenix","AZ",174,"2201 N 7th St
Phoenix, AZ 85006","False","True","True","False","True"
"62","8nRXiNdt_8-aePTlVxKqmA","El Paso BBQ",3.5,-111.9021,33.5706,"Scottsdale","AZ",8,"8220 N Hayden Rd
# 112
Scottsdale, AZ 85258","False","False","True","False","True"
"63","oZRp4tgNT1jORygRKOKXJA","Institut de tourisme et d'hôtellerie du Québec",4,-73.5688137,45.5177096,"Montreal","QC",13,"3535, rue Saint-Denis
Montreal, QC H2X 3P1","False","False","True","False","False"
"64","AD01Y718Orj_vsPQDYXiQg","East Valley Cafe",4,-111.6995673,33.4157036,"Mesa","AZ",25,"6102 E Main St
Mesa, AZ 85205","True","False","False","False","True"
"65","V13d_rSDbaXE_Q3O2uaBIw","Bubbles' Doubles",3.5,-89.3851266082,43.0757844513,"Madison","WI",3,"2 East Mifflin St
Capitol
Madison, WI 53703","","","","",""
"66","I4w1azz8aRY7GDyGYJ97fA","Omai Pret-A-Manger",4.5,-73.5685178263,45.5044353147,"Montréal","QC",4,"482 Rue Ste-Catherine W
Montréal, QC H3B 1A6","","","","","True"
"67","aX8xuj7PWFGVqyBN06ysQw","Fired Pie",4.5,-112.0705004,33.4478413,"Phoenix","AZ",9,"201 E Washington St
Ste 111
Phoenix, AZ 85004","","","","","True"
"68","dmXfK7G0h8zknsR2dfr1bw","Raising Cane's",3.5,-111.806728,33.379381,"Mesa","AZ",73,"1945 S Stapley Dr
Mesa, AZ 85204","False","True","False","False","True"
"69","jX41kyAHjZtIUIrJ59EgJw","Café Code Black",3.5,-73.5794225,45.5169656,"Montréal","QC",19,"4095 Boul Saint-Laurent
Montréal, QC H2W 1Y7","False","False","False","False","True"
"70","7tTK3VPlFtBGBHm8-LZIUg","Timo Wine Bar",4,-112.0737503,33.5650982,"Phoenix","AZ",175,"8801 N Central Ave
Phoenix, AZ 85020","False","False","True","False","True"
"71","Mog8cxUbSs5DJ-4nGczi_Q","Sun Chinese Dining",3.5,-111.8581737,33.3271818,"Chandler","AZ",33,"1381 N Alma School Rd
Chandler, AZ 85224","False","True","False","False","True"
"72","fQJquPvywK87V2NzXVJP2Q","La Palapa",4.5,-79.9805948,40.4535609,"Pittsburgh","PA",3,"Pittsburgh Public Market
2401 Penn Avenue
Strip District
Pittsburgh, PA 15201","","","","","True"
"73","uECIvsUWlDWSiJ9jAfH_kQ","Texas Roadhouse",3.5,-112.1182099,33.578692,"Phoenix","AZ",81,"10051 N. Metro Parkway East
Phoenix, AZ 85051","False","False","True","False","True"
"74","NPp4YxjARblWIf1SZoWdJg","Beetlejuice",3.5,-3.1854458,55.9446907,"Edinburgh","EDH",14,"33 W Nicolson Street
Newington
Edinburgh EH8 9DB","False","False","False","False","True"
"75","vJPehU-xd1p_-L0O7IwTjQ","Little Caesar's Pizza",4.5,-112.1005506,33.6547265,"Phoenix","AZ",3,"1929 W Union Hills Dr
Phoenix, AZ 85027","","","","",""
"76","Ok6n1zXuXVgrazcrmC_UKQ","Yu-Yu",4.5,-115.1947749,36.1264024,"Las Vegas","NV",229,"4115 Spring Mountain Rd
Ste E101
Chinatown
Las Vegas, NV 89102","False","False","True","False","True"
"77","dw6kMj7WSA2ZRk0FqqjqrQ","Boltini Lounge",4,-88.243876,40.117733,"Champaign","IL",70,"211 N Neil St
Champaign, IL 61820","False","False","False","False","False"
"78","YKNqAWom7T6zJoTpYQwbgA","Casanova",4,-115.169613361,36.1214362309,"Las Vegas","NV",172,"The Venetian Resort Hotel
3377 S Las Vegas Blvd, Ste 2170
The Strip
Las Vegas, NV 89109","True","False","True","False","True"
"79","gUk9-MK5q7vzJiV3WZ1mcQ","Five Guys Burgers and Fries",4,-73.7992874,45.486386,"Dollard-des-Ormeaux","QC",11,"3530 Boulevard Des Sources
Dollard-des-Ormeaux, QC H9B 1Z9","False","False","False","False","True"
"80","PhwoWS4huKCd-djNDkeZcQ","Sir Veza's Taco Garage",4,-111.898431815,33.3003812482,"Chandler","AZ",24,"Chandler Fashion Center
3111 W Chandler Blvd
Chandler, AZ 85226","False","True","False","False","True"
"81","A2aVN_Yw3xDz4x7gGtmYog","Tacos El Burrito Loco",3.5,-115.1905468,36.1463479,"Las Vegas","NV",8,"2401 S Valley View Blvd
Westside
Las Vegas, NV 89102","False","False","False","False","True"
"82","He9Dar4bk2vyeiPC7TkUgA","Eddie's House",3.5,-111.92898,33.4949521,"Scottsdale","AZ",237,"7042 E Indian School Rd
Scottsdale, AZ 85250","False","False","True","False","True"
"83","LXvueihSmsfvlCHkrz8gLw","China Grill",3.5,-115.176436901,36.092268294,"Las Vegas","NV",129,"Mandalay Bay Hotel and Casino
3950 Las Vegas Blvd S
The Strip
Las Vegas, NV 89119","False","False","True","False","False"
"84","AVUpq52fSE9q3v9tO-i_3g","The Fry Bread House",3.5,-112.060633714,33.4944290412,"Phoenix","AZ",48,"1003 E Indian School Rd
Phoenix, AZ 85014","False","True","False","False","True"
"85","wQxIw6IoFCV6wg3l3dJugQ","Fat Willy's Clubhouse Pub & Grill",3.5,-111.649857759,33.4176828798,"Mesa","AZ",8,"650 N Hawes Rd
Mesa, AZ 85207","False","False","False","False","True"
"86","JauLZ0TL3D3VIGtSnStzhA","First Food & Bar",3.5,-115.168669224,36.1235594764,"Las Vegas","NV",357,"The Palazzo
3327 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","False","False","True","False","True"
"87","vrkhs3YxUPa21YgkfsveOg","Mai Xiang Yuan",4,-73.5607565,45.5083537,"Montréal","QC",208,"1084 Boulevard Saint-Laurent
Montréal, QC H2Z 1J5","False","True","True","False","True"
"88","MHt5qfGbk3-eteC7yS4K2Q","Hog's Head Bar and Grill",5,-79.996011,40.482442,"Pittsburgh","PA",8,"3433 Spring Garden Ave
West View
Pittsburgh, PA 15212","","","","","True"
"89","OzjOCoWcu1sz_dpavzOVUw","Super No1 Chinese Restaurant",3.5,-115.1805607,36.2630128,"North Las Vegas","NV",8,"3000 W Ann Rd
Ste 109
North Las Vegas, NV 89031","False","False","False","False","True"
"90","shKCOCGEQctC7N4AvP3nWw","PRESS at Four Seasons",4.5,-115.174061976,36.0903677415,"Las Vegas","NV",16,"3960 Las Vegas Blvd
The Strip
Las Vegas, NV 89119","True","False","False","False","True"
"91","Zdg2UDyqWc2Tn1L9m5z6aQ","Tacos El Nevado",4,-80.763626,35.212722,"Charlotte","NC",11,"4715 Central Ave
Eastland
Charlotte, NC 28205","False","True","False","False","True"
"92","s_cKw6m0Fw9jZbobRH0YSg","Rock Bottom Restaurant & Brewery",2.5,-111.9759674,33.3180465,"Phoenix","AZ",42,"14205 S 50th St
Phoenix, AZ 85044","False","True","True","False","True"
"93","vk6VFm10drmhaNHjGJWFeQ","Del Taco",3,-111.751498,33.394149,"Mesa","AZ",12,"3648 E Southern Ave
Mesa, AZ 85206","False","False","False","False","True"
"94","FFX46wxMJBmlWdOxgLTdmg","Palazzo Ristorante",3.5,-80.0023696,40.4429302,"Pittsburgh","PA",22,"144 6th St
Downtown
Pittsburgh, PA 15222","False","True","True","False",""
"95","6sNvLW4fVBWEgze71pGDZQ","TGI Friday's",2.5,-115.1809645,36.2919185,"North Las Vegas","NV",86,"7300 Aliante Pkwy
North Las Vegas, NV 89084","False","False","True","False","True"
"96","xt73UhzigC8qzbcsOw8CJg","Cee Cee's On The Corner",4,-112.1833135,33.5408597,"Glendale","AZ",11,"7123 N 58th Ave
Glendale, AZ 85301","False","True","False","False","True"
"97","CE85IKRDS4GimIaoIp3N5A","Rainbow Club & Casino",4,-114.983609,36.032743,"Henderson","NV",101,"122 S Water St
Henderson, NV 89015","False","True","False","False","False"
"98","wYuPafwLYItJAHFVba9mVg","Metro Pizza",3.5,-115.274604778,36.2867051837,"Las Vegas","NV",101,"6720 Sky Pointe Dr
Centennial
Las Vegas, NV 89131","False","True","True","False","True"
"99","LuGSxdxaFnSFadpNV6uxZQ","Avalon",3.5,-111.914198,33.4648293,"Scottsdale","AZ",87,"7707 E McDowell Rd
Scottsdale, AZ 85257","False","False","True","False","True"
"100","8dlyEiypNYB0sVfdzQll3A","Tacos Sahuayo",4.5,-112.0131473,33.4738413,"Phoenix","AZ",50,"2320 N 32nd St
Phoenix, AZ 85008","False","True","False","False","True"
"101","-6j-KVPPX2xKjCruNO2HnQ","Little Spoon",3,-80.839997,35.174778,"Charlotte","NC",39,"2820 Selwyn Ave
Myers Park
Charlotte, NC 28209","False","False","False","False","True"
"102","NVxVxIejYzTYC0Pykia91A","4&20 Bakery & Cafe",4.5,-89.3570465,43.0982336,"Madison","WI",69,"305 N 4th St
Emerson East
Madison, WI 53704","False","False","False","False","True"
"103","d-O9TFUh8fCNUtXrYXcQ5Q","Laurie Raphaël",3,-73.5743935,45.502552,"Montréal","QC",9,"2050, rue Mansfield
Montréal, QC H3A 1Y9","False","False","False","False","False"
"104","ckqbs45ngAwsgyvK_SWkvg","Barro's Pizza",3.5,-111.6837198,33.3880332,"Mesa","AZ",15,"1545 S Power Rd
Mesa, AZ 85206","False","True","False","False","True"
"105","2mmxmtwEli9CycpLcVpZgw","Wok Bo Chinese Restaurant",2,-80.937229,35.270702,"Charlotte","NC",7,"527 Little Rock Rd # B
Paw Creek
Charlotte, NC 28214","False","False","False","False","True"
"106","ZXvxDxhNz8XSe59oj2QlZg","Rubio's Fresh Mexican Grill",4,-112.354406,33.6387136,"Surprise","AZ",7,"13736 West Bell Rd
Surprise, AZ 85374","False","True","True","False","True"
"107","AtJzxpkKh3VMTqmkHhy0Lw","Hello Bistro",4,-79.9581044,40.4407643,"Pittsburgh","PA",88,"3605 Forbes Ave
Oakland
Pittsburgh, PA 15213","False","True","False","False","True"
"108","d-K2njXXxgA0JJx8SmPt2Q","Wongs",4,-3.2868423,55.9431099,"Edinburgh","EDH",4,"221 Saint John's Road
Corstorphine
Edinburgh EH12 7UU","False","False","False","False",""
"109","iPxUYvC8tgt5rBr-IZlSeg","Luu's Chicken Bowl",4.5,-112.013456468,33.5849779664,"Phoenix","AZ",60,"10876 N 32nd St
Phoenix, AZ 85028","False","True","False","False","True"
"110","naUQ_ZHKq2ONBwW5EhJXJQ","Bluephies",3.5,-89.428984,43.056786,"Madison","WI",193,"2701 Monroe St
Ste 700
Dudgeon-Monroe
Madison, WI 53711","False","True","True","False","True"
"111","VrqEeynr7KqucvEjpz8w_g","Carrabba's",3.5,-111.7435648,33.3014001,"Gilbert","AZ",51,"2709 S. Market St
Gilbert, AZ 85296","False","False","True","False","True"
"112","gsEFOpYuE5iRPncVy2hisg","King Crab Oyster Bar & Grill",4,-80.4649691,43.4639487,"Kitchener","ON",7,"907 Victoria Street N
Kitchener, ON N2B 3C3","","","","",""
"113","9Tcff8pZht6dQXPfjdReEg","IHOP Restaurant",2.5,-111.8566173,33.3493702,"Chandler","AZ",24,"935 W Elliot Rd
Chandler, AZ 85225","True","False","False","False","True"
"114","ysPpFXooSEtwHkIdcOd4Kg","Peter Wong Chinese Restaurant",3,-112.0922595,33.5095738,"Phoenix","AZ",11,"1534 W Camelback Rd
Phoenix, AZ 85015","False","True","True","False","True"
"115","NyOUmQCrNeY5S4Z9Iqzmvg","Papa Murphy's Take 'N Bake Pizza",4,-111.8767202,33.3784788,"Mesa","AZ",10,"1955 W Baseline Rd
Mesa, AZ 85202","False","False","False","True","True"
"116","7mBZcDYozga63BlmshTKlw","McDonald's",3.5,8.39451,49.0343,"Karlsruhe","BW",3,"Bocksdornweg 2
76149 Karlsruhe","","","","",""
"117","flVIZ393lw6RG0wRkTaVEg","bin 702",3.5,-115.13879978,36.1674220639,"Las Vegas","NV",70,"707 E Fremont St
Downtown
Las Vegas, NV 89101","False","True","False","False","True"
"118","sQtXjJvdzfOXtB_TrcZugQ","Tapa",4.5,-3.1975974,55.9543937,"Edinburgh","EDH",9,"97 Hanover Street
New Town
Edinburgh EH2 1DJ","False","False","False","False","False"
"119","YF7SYuFzjlowh5Q63-Xd3A","KFC",2.5,-111.5240392,32.9838521,"Coolidge","AZ",3,"1505 N Arizona Boulevard
Coolidge, AZ 85228","False","False","False","False","True"
"120","5h3pG3cq0eNNErp27V6zRg","Thai BBQ",3.5,-115.2243599,36.1129299,"Las Vegas","NV",84,"4180 S Jones Blvd
Las Vegas, NV 89103","False","True","False","False","True"
"121","LjxKWM9wmyp7iYDkEMdwGQ","Ciao Ciao Cafe & Bar",3,-115.1766881,36.1174528,"Las Vegas","NV",42,"3500 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","False","False","False","True","True"
"122","8X_9ue_Hnpr1lYa90EG3bw","Island Style Restaurant",3,-115.241693,36.127459,"Las Vegas","NV",20,"Greenland Market
6850 Spring Mountain Rd
Chinatown
Las Vegas, NV 89146","False","False","False","False","True"
"123","H9wnP4BIctmRxMq43NPgAA","Talavera",4,-111.850211,33.732072,"Scottsdale","AZ",64,"10600 E Crescent Moon Dr
Scottsdale, AZ 85262","False","False","True","False","False"
"124","gDEfkD7ZUXSFWEKC_zb66A","Jt's Barbecue",3,-115.190521181,36.0878030296,"Las Vegas","NV",13,"5611 S Valley View Blvd
Las Vegas, NV 89118","False","False","False","False","True"
"125","nVyL22lcEZoUNoAMgfKOyQ","Café Raymond",4,-79.9830149,40.4517538,"Pittsburgh","PA",49,"2103 Penn Ave
Strip District
Pittsburgh, PA 15222","True","False","False","False","True"
"126","u4gTf8OO6ywnnBUp7UL_vA","Ichiban Japanese Restaurant",1.5,-111.915305,33.421053,"Tempe","AZ",5,"1435 E University Dr
Tempe, AZ 85281","","","","",""
"127","08-gH0F1IGXDDlCYEpDbMg","Fiddler's Green",4,-73.5751605034,45.496071123,"Montréal","QC",38,"1224 Bishop Street
Montréal, QC H3G 2E2","False","False","False","True","False"
"128","sJg0ELnsDeuFUJcVubF98g","Kabuki Dining Bar",4,-115.1378386,36.1162576,"Las Vegas","NV",33,"3949 S Maryland Pkwy
Eastside
Las Vegas, NV 89119","False","False","True","False","True"
"129","HeOhdA_EItjAi_YnvuCdRA","Kasbah Take Away",4,-3.195104,55.9386468,"Edinburgh","EDH",9,"24 Marchmont Road
Marchmont
Edinburgh EH9 1HZ","False","False","False","False","True"
"130","Lkk06qxSgRHH2gDuuB_WkQ","Feast Buffet",2.5,-115.2398152,36.2476774,"Las Vegas","NV",62,"Santa Fe Station Hotel & Casino
4954 N Rancho Dr
Northwest
Las Vegas, NV 89130","False","True","False","False","False"
"131","exLaqeER1uY9kVfwfFxvKA","Fair Trade Coffee",3.5,-89.392028,43.075046,"Madison","WI",40,"418 State St
Capitol
Madison, WI 53703","","","","",""
"132","iVmVe7VqGAa5D2rQj_dqEg","La Belle Province",3,-73.5366421,45.5457808,"Montreal","QC",10,"3850 Rue St-Catherine E
Montreal, QC H1W 2G2","False","False","False","False","True"
"133","QnyzlVMyx0Exri-Lay10cA","Sushi Three",3.5,-80.049448,40.388562,"Pittsburgh","PA",17,"297 Beverly Rd
Pittsburgh, PA 15216","False","True","True","False","True"
